Client,word,machine_translation,human_translation,theme,category,description,earliest event type,earliest event date,latest event type,latest event date
YY,网络视频收集器,Network video collector,,technology,hardware,,add,2015-09-14,last_seen,2016-09-09
YY,刘源,Liu Yuan,,people ,Gov official ,"Liu Yuan is a retired general of the Chinese People's Liberation Army and a former politician. He is the son of Liu Shaoqi, the former President of China who was persecuted to death during the Cultural Revolution. https://en.wikipedia.org/wiki/Liu_Yuan_(general)",first_seen,2015-06-01,del,2015-09-15
YY,3400亿,340000000000,,political ,corruption,Amount of money military officials embezzled: http://ca.ntdtv.com/xtr/gb/2014/05/05/a1107591.html,first_seen,2015-06-01,del,2015-09-15
YY,38军,38 army,,political ,military,could be realted to Zhou Yongkang scandal: http://www.epochtimes.com/b5/14/11/6/n4289411.htm,first_seen,2015-06-01,del,2015-09-15
YY,金色艺术团,Golden Troupe,,Misc,Context unclear,,first_seen,2015-06-01,del,2015-09-15
YY,黄之峰,Huang Feng,Wong Chi-fung,people,Dissident ,"Joshua Wong (simplified characters), prominent Hong Kong student activist who led protest during the 2014 Umbrella Movement and is now  Secretary General of the political party Demosistō",first_seen,2015-06-01,del,2015-09-15
YY,影视棒,TV stick,,technology,hardware,HDMI dongles (like Chromecast),add,2015-09-15,last_seen,2016-09-09
YY,http://dwz.cn/1L1Wmz,,,technology,url,,add,2015-09-24,last_seen,2016-09-09
YY,www.vcdyy.com,,,technology,url,URL links to an online gaming site.,add,2015-09-25,last_seen,2016-09-09
YY,Jabhat,,Jabhat (Al Nusra?),political ,terrorism,Jabhat al-Nusra (sometimes translated as the Nusra Front) is a Sunni Islamist militia fighting against Syrian Government forces in the Syrian Civil War,add,2015-09-25,last_seen,2016-09-09
YY,http://985.so/ny2C,,,Social,Illicit goods and services / Trafficking of illicit goods and services,Link to an article that promotes sex-related products,add,2015-09-25,last_seen,2016-09-09
YY,qqurl.com/snji,,,Social,Gambling,Link to a gambling site. ,add,2015-09-25,last_seen,2016-09-09
YY,url.cn/aSmtGL,,,technology,url,URL links to an online gaming site.,add,2015-09-25,last_seen,2016-09-09
YY,345194446,,,technology,Phone numbers,,add,2015-09-25,last_seen,2016-09-09
YY,SS2676,,,Misc,Context unclear,,add,2015-09-25,last_seen,2016-09-09
YY,割头视频,Cutting Head Video,,political ,terrorism ,https://en.wikipedia.org/wiki/Beheading_video,add,2015-10-19,last_seen,2016-09-09
YY,残忍割头,Cruel Cutting Head,,political ,terrorism ,Likely referring to beheading videos released by ISIS.,add,2015-10-19,last_seen,2016-09-09
YY,割喉斩首,Cutthroat beheading,,political ,terrorism ,https://en.wikipedia.org/wiki/Beheading_video,add,2015-10-19,last_seen,2016-09-09
YY,yyqxx.cc,Yyqxx.cc,,technology,url,,add,2015-10-24,last_seen,2016-09-09
YY,www.98004.cc,Www.98004.cc,,technology,url,,add,2015-10-28,last_seen,2016-09-09
YY,باريس_تشتعل,Paris Burns ,,Event,Paris attacks ,A Twitter hashtag used by ISIS supporters following the November 2015 Paris Terrorist attacks,add,2015-11-16,last_seen,2016-09-09
YY,18688894409,,,technology,Phone numbers,,add,2015-12-08,last_seen,2016-09-09
YY,13580457144,,,technology,Phone numbers,,add,2015-12-08,last_seen,2016-09-09
YY,Yy官方工作人员-0093,Yy official staff -0093,,technology,Chinese software / websites ,might be referring to the YY livestreaming platform,add,2015-12-09,last_seen,2016-09-09
YY,刷销量,,click farming,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2015-12-23,last_seen,2016-09-09
YY,假币销售,Counterfeit sales,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2015-12-26,last_seen,2016-09-09
YY,精仿假币,Fine imitation of counterfeit money,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2015-12-26,last_seen,2016-09-09
YY,军品弩刀,Military crossbow knife,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2015-12-28,last_seen,2016-09-09
YY,刀弩军刺,Knife Crossbow Shanker,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2015-12-28,last_seen,2016-09-09
YY,刀，弩,"Knife, crossbow",,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2015-12-28,last_seen,2016-09-09
YY,刀弩＋q,Knife crossbow + q,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2015-12-28,last_seen,2016-09-09
YY,alt.com,lt.com,,technology,url,,first_seen,2015-06-01,del,2015-12-31
YY,刀弩q,Knife Crossbow q,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2016-01-05,last_seen,2016-09-09
YY,刀弩+q,Knife crossbow + q,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2016-01-06,last_seen,2016-09-09
YY,ow吸毒被抓,"ow, took drugs, was arrested",,political ,censorship,"OW is short for a video game called ""Overwatch"". Chinese players often refer to ""playing OW"" as ""doing drugs"", which has reportedly caused concerns among website adminstrators and government agencies. https://www.zhihu.com/question/47332551",add,2016-01-14,last_seen,2016-09-09
YY,磕p视频,P knock Video,,Social,Prurient,,add,2016-01-22,last_seen,2016-09-09
YY,تەجەللىي,,Tejellih,political ,Uyghur ,,add,2016-02-17,last_seen,2016-09-09
YY,شۈكىروف,,Shukirof,political ,Uyghur ,,add,2016-02-17,last_seen,2016-09-09
YY,弓弩军刺,Crossbow Shanker,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2016-02-17,last_seen,2016-09-09
YY,aldinki,Aldinki,,misc,context unclear ,could be referring to a videoclip,add,2016-02-17,last_seen,2016-09-09
YY,sada005,Sada005,,misc,context unclear ,could be referring to a videoclip,add,2016-02-17,last_seen,2016-09-09
YY,yygins.cc,Yygins.cc,,technology,url,,add,2016-02-23,last_seen,2016-09-09
YY,http://tt.paypaypay.pw:66,Http://tt.paypaypay.pw:66,,technology,url,,add,2016-02-23,last_seen,2016-09-09
YY,http://www.sy886.org/index.html,Http://www.sy886.org/index.html,,technology,url,,add,2016-02-23,last_seen,2016-09-09
YY,http://www.xbsc.org/index.html,Http://www.xbsc.org/index.html,,technology,url,,add,2016-02-23,last_seen,2016-09-09
YY,www.china2004.com,Www.china2004.com,,technology,url,,add,2016-02-23,last_seen,2016-09-09
YY,详情+QQ群,Details + QQ group,,misc,context unclear ,,add,2016-03-02,last_seen,2016-09-09
YY,清华大学教授,Professor of Tsinghua University,,misc,context unclear ,,add,2016-03-02,last_seen,2016-09-09
YY,做单佣金,Do a single commission,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2016-03-16,last_seen,2016-09-09
YY,推荐费,Referral Fee,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2016-03-16,last_seen,2016-09-09
YY,假聊,False talk,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2016-03-16,last_seen,2016-09-09
YY,返现返款,Cash back rebate,,misc ,context unclear,,add,2016-03-16,last_seen,2016-09-09
YY,五區公投,Five district referendum,,Event,Hong Kong Localist LegCo Plans,"Hong Kong pan-democrats' plan to force a territory-wide by-election, which involved one pan-democratic legislator resigning from each of the five geographical constituencies, thereby triggering a by-election in which all Hong Kong citizens could participate",add,2016-03-23,last_seen,2016-09-09
YY,公投制憲,Constitutional Referendum,,Event,Hong Kong Localist LegCo Plans,"Reference to the ""Five Constituencies Referendum, Constituions by All People"" press release",add,2016-03-23,last_seen,2016-09-09
YY,普羅政治學苑,General political academies,Proletariat Political Institute,Event,Hong Kong Localist LegCo Plans,"One of the organizations that published the ""Five Constituencies Referendum, Constituions by All People"" press release",add,2016-03-23,last_seen,2016-09-09
YY,鄭錦滿,Cheng Kam-full,Cheng Kam-mun,Event,Hong Kong Localist LegCo Plans,"Hong Kong student activist who participated in the Umbrella Movement and was one of the spokesperons at the ""Five Constituencies Referendum, Constitutions by All People"" press conference",add,2016-03-23,last_seen,2016-09-09
YY,鄭松泰,Zheng Songtai,Cheng Chung-tai,Event,Hong Kong Localist LegCo Plans,"Teaching fellow at Hong Kong Polytechnic University and member of Hong Kong political localist organization ""Civic Passion""",add,2016-03-23,last_seen,2016-09-09
YY,黃洋達,Wong Yeung-tat,,Event,Hong Kong Localist LegCo Plans,Founder of Hong Kong political localist organization “Civic Passion”,add,2016-03-23,last_seen,2016-09-09
YY,黃之鋒,Joshua Wong,Wong Chi-fung,people,Dissident ,Joshua Wong (traditional characters) Prominent Hong Kong student activist who led protest during the 2014 Umbrella Movement and is now  Secretary General of the political party Demosistō,add,2016-03-23,last_seen,2016-09-09
YY,Komünist,,Communist,political ,CPC general,,add,2016-04-10,last_seen,2016-09-09
YY,Cemaati’nden,,the community,political ,Uyghur ,,add,2016-04-10,last_seen,2016-09-09
YY,cihad,,Jihad,political ,terrorism ,,add,2016-04-10,last_seen,2016-09-09
YY,Partiyasi,,Party,political ,CPC general,,add,2016-04-10,last_seen,2016-09-09
YY,katlediyor,,slaughtering,political ,Uyghur ,,add,2016-04-10,last_seen,2016-09-09
YY,vahşice,,savagely,political ,Uyghur ,,add,2016-04-10,last_seen,2016-09-09
YY,Müslüman,,Muslim,political ,Islam,,add,2016-04-10,last_seen,2016-09-09
YY,inşAllah,,God willing,political ,Islam,,add,2016-04-10,last_seen,2016-09-09
YY,Doğu,,East,political ,Uyghur ,Could be referring to a murder in East Turkestan ,add,2016-04-10,last_seen,2016-09-09
YY,Cemaati,,Community,political ,Uyghur ,,add,2016-04-10,last_seen,2016-09-09
YY,点艹韩雅,Point Lv Han Ya,Point Fuck Han Ya,Social,Prurient,,add,2016-04-14,last_seen,2016-09-09
YY,六合彩,Lottery,,Social,Gambling,,add,2016-04-26,last_seen,2016-09-09
Sina Show,六合彩,Lottery,,Social,Gambling,,first_seen,2015-08-30,last_seen,2016-07-12
YY,新疆籍劫匪,Xinjiang membership robbers,,political ,Uyghur ,,add,2016-05-03,last_seen,2016-09-09
YY,法论大法,Falun Dafa,,political ,falun gong,,add,2016-05-10,last_seen,2016-09-09
YY,反革命集团,Counterrevolutionary group,,Event,Cultural Revolution,Reference to counter-revolutionary groups formed during the Cultural Revolution,add,2016-05-12,last_seen,2016-09-09
YY,二月逆流,February countercurrent,,Event,Cultural Revolution,"The movement also known as the ""February Adverse Current"" was a joint effort by a group of Communist Party veterans to oppose ultra-leftist radicalism at the beginning of the Cultural Revolution",add,2016-05-12,last_seen,2016-09-09
YY,革命大批判,Revolutionary mass criticism,,Event,Cultural Revolution,Reference to criticism of political activities in China during the 1950s and 1970s,add,2016-05-12,last_seen,2016-09-09
YY,反革命政变,Counterrevolutionary coup,,Event,Cultural Revolution,Reference to the “Shanghai massacre” of 12 April 1927,add,2016-05-12,last_seen,2016-09-09
YY,反击右倾翻案风,Counter rightist overturn the wind,Counterattack the Right-Deviationist Reversal-of-Verdicts Trend,Event,Cultural Revolution,A political campaign launched by Mao Zedong in November 1975 against Deng Xiaoping's anti-Cultural Revolution program,add,2016-05-12,last_seen,2016-09-09
YY,全面反思派,Full Reflection School,,Event,Cultural Revolution,Group that warns against the potential rekindling of the Cultural Revolution in contemporary China,add,2016-05-12,last_seen,2016-09-09
YY,重新评价派, Re-evaluation of school,,Event,Cultural Revolution,Group that emphasizes the Cultural Revolution's positive effects such as fighting against corruption and bureaucratism,add,2016-05-12,last_seen,2016-09-09
YY,民粹主义者,Populist,,Event,Cultural Revolution,A political ideology that belevies in direct and grassroot democracy instead of elitist rule,add,2016-05-12,last_seen,2016-09-09
YY,批林批孔,Pilinpikong,"Criticize Lin (Biao), Criticize Confucius (Campaign)",Event,Cultural Revolution,A propaganda campaign started in 1973 by Mao Zedong and his wife Jiang Qing,add,2016-05-12,last_seen,2016-09-09
YY,派性斗争, Factional struggle,,Event,Cultural Revolution,Reference to the efforts of groups trying to seize power during the Cultural Revolution,add,2016-05-12,last_seen,2016-09-09
YY,文化革命五人小组, Five man group,Cultural Revolution Five Man Group,Event,Cultural Revolution,"An informal committee established in early 1965 to explore the potential for a ""cultural revolution"" in China",add,2016-05-12,last_seen,2016-09-09
YY,修正主义, Revisionism,,Event,Cultural Revolution,Marxists use the term “revisionism” to refer to a revision of fundamental Marxist premises. Mao Zedong used the term to attack Nikita Khrushchev and the Soviet Union as part of the Sino-Soviet split in the 1960s,add,2016-05-12,last_seen,2016-09-09
YY,新华门,Xinhua Gate,,Event,Cultural Revolution,"Reference to a  slogan that surrounds Xinhua Gate: ""long live the great Communist Party of China"" and ""long live the invincible Mao Zedong thought""",add,2016-05-12,last_seen,2016-09-09
YY,文革信徒,Cultural Revolution believers,,Event,Cultural Revolution,People who believe in the Cultural Revolution,add,2016-05-13,last_seen,2016-09-09
YY,反思文革,Reflections on Cultural Revolution,,Event,Cultural Revolution,A number of people in China has been advocating the reflection on the Cultural Revolution to avoid similar mistakes in the future,add,2016-05-13,last_seen,2016-09-09
YY,cultural revolution,,,Event,Cultural Revolution,"2016 is the 50th anniversary of the Cultural Revolution,  a sociopolitical movement that took place in the People's Republic of China from 1966 until 1976.  https://en.wikipedia.org/wiki/Cultural_Revolution",add,2016-05-13,last_seen,2016-09-09
YY,文革复辟,Restoration of the Cultural Revolution,,Event,Cultural Revolution,Reference to a recent trend of extolling leadership and cracking down on dissidents which resembles the spirit of the Cultural Revolution,add,2016-05-13,last_seen,2016-09-09
YY,红歌晚会,Red song show,red song gala,Event,Cultural Revolution,A concert by Chinese band 56 Flowers interpreted to be rekindling Cultural Revolution-era veneration of Mao,add,2016-05-13,last_seen,2016-09-09
YY,十日文革,Ten days of the Cultural Revolution,,Event,Cultural Revolution,"Refers to span of ten days in late Feburary 2016,  in which state media collectively critized Chinese real estate tycoon Ren Zhiqiang for his comments on Party media",add,2016-05-13,last_seen,2016-09-09
YY,文化大革命,Cultural Revolution,,Event,Cultural Revolution,"2016 is the 50th anniversary of the Cultural Revolution,  a sociopolitical movement that took place in the People's Republic of China from 1966 until 1976.  https://en.wikipedia.org/wiki/Cultural_Revolution",add,2016-05-13,last_seen,2016-09-09
Sina Show,文化大革命,Cultural Revolution,,Event,Cultural Revolution,"2016 is the 50th anniversary of the Cultural Revolution,  a sociopolitical movement that took place in the People's Republic of China from 1966 until 1976.  https://en.wikipedia.org/wiki/Cultural_Revolution",first_seen,2015-08-30,last_seen,2016-07-12
YY,文革底片,Cultural Revolution film,,Event,Cultural Revolution,Likely referring to photos of the Cultural Revolution by Chinese photo journalist Li Zhensheng ,add,2016-05-13,last_seen,2016-09-09
YY,紅色青年,Red Youth,Red Youth (Combat Team),Event,Cultural Revolution,Likely referring to the name of a rebel group founded by photo journalist Li Zhensheng and seven others youths during the Cultural Revolution who ended up documenting the campaign,add,2016-05-13,last_seen,2016-09-09
YY,李振盛, Li Zhensheng,,Event,Cultural Revolution,Chinese photo journliast who documented the Cultural Revolution,add,2016-05-13,last_seen,2016-09-09
YY,苗德顺,,Miao Deshun ,Event,Miao Deshun Release ,Believed to be the last person still in prison for participating in the 1989 Tiananmen protests,add,2016-05-16,last_seen,2016-09-09
YY,文革遗产,Heritage Cultural Revolution,Cultural Revolution Legacy,Event,Cultural Revolution,,add,2016-05-16,last_seen,2016-09-09
YY,共匪,Bandits,CPC bandits,political ,CPC Criticism,,first_seen,2015-06-01,last_seen,2016-09-09
Sina Show,共匪,Bandits,CPC bandits,political ,CPC Criticism,,first_seen,2015-08-30,last_seen,2016-07-12
YY,共产流氓,Communist hooligans,,political ,CPC Criticism,,add,2016-05-16,last_seen,2016-09-09
