word_id,word,human_translation,machine_translation,pinyin,description,client,lists,category,category_id,theme
755,杀手雇佣网QQ,Killer/Hitman employment network QQ,,shashou guyong wang QQ,"""QQ"" is a Chinese microblog website: www.qq.com.",TOM-Skype,TOM-Skype 3.6-3.8;TOM-Skype 4.0-4.2;TOM-Skype 5.5-6.1 Surveillance-only,Illicit Goods and Services,66,Social
756,出售高考考生报名信息,Selling of information related to college entrance exam takers,,chushou gaokao kao sheng baoming xinxi,,TOM-Skype,TOM-Skype 3.6-3.8;TOM-Skype 4.0-4.2;TOM-Skype 5.5-6.1 Surveillance-only,Illicit Goods and Services,66,Social
757,专卖麻黄素QQ,Specialized in selling ephedrine QQ,,zhuan mai mahuang su QQ,"Ephedrine is found in traditional Chinese medicine ""ma huang"" used to treat asthma and bronchitis. It has been used recreationally to help study and concentrate. It has a similar chemical structure as amphetamines. It is also used in the manufacturing of narcotics such as meth-amphetamine For more info: http://en.wikipedia.org/wiki/Ephedrine.",TOM-Skype,TOM-Skype 3.6-3.8;TOM-Skype 4.0-4.2;TOM-Skype 5.5-6.1 Surveillance-only,Illicit Goods and Services,66,Social
758,假发票专卖QQ,Specialized in selling fake invoices QQ,,jiafa piao zhuan mai QQ,"""QQ"" is a Chinese microblog website: www.qq.com.",TOM-Skype,TOM-Skype 3.6-3.8;TOM-Skype 4.0-4.2;TOM-Skype 5.5-6.1 Surveillance-only,Illicit Goods and Services,66,Social
759,出售军品刀具QQ,Selling of military equipment and weapons QQ,,chushou jun pin dao ju QQ,"""QQ"" is a Chinese microblog website: www.qq.com.",TOM-Skype,TOM-Skype 3.6-3.8;TOM-Skype 4.0-4.2;TOM-Skype 5.5-6.1 Surveillance-only,Illicit Goods and Services,66,Social
760,办理军官证QQ,Administering/processing military officer certification QQ,,banli junguan zheng QQ,"""QQ"" is a Chinese microblog website: www.qq.com.",TOM-Skype,TOM-Skype 3.6-3.8;TOM-Skype 4.0-4.2;TOM-Skype 5.5-6.1 Surveillance-only,Illicit Goods and Services,66,Social
761,小姐包夜服务QQ,,Miss night package service QQ,xiaojie bao ye fuwu QQ,"Sexual content

""QQ"" is a Chinese microblog website: www.qq.com.",TOM-Skype,TOM-Skype 3.6-3.8;TOM-Skype 4.0-4.2;TOM-Skype 5.5-6.1 Surveillance-only,Illicit Goods and Services,66,Social
762,Flexispy官网,Flexispy official website,,Flexispyguan wang,"Flexispy is a cell phone spy software. For more info, please see: http://flexispy-review.com/; http://www.flexispy.com/.",TOM-Skype,TOM-Skype 3.6-3.8;TOM-Skype 4.0-4.2;TOM-Skype 5.5-6.1 Surveillance-only,Spyware,65,Technology
763,电警棍厂家直销,Police tasers factory outlet,,dian jing gun changjia zhi xiao,,TOM-Skype,TOM-Skype 3.6-3.8;TOM-Skype 4.0-4.2;TOM-Skype 5.5-6.1 Surveillance-only,Illicit Goods and Services,66,Social
764,成人视频下载,Adult video downloads,,chengren shipin xiazai,sexual content,TOM-Skype,TOM-Skype 3.6-3.8;TOM-Skype 4.0-4.2;TOM-Skype 5.5-6.1 Surveillance-only,Prurient Interests,1,Social
765,成人电影下载,Adult movies download,,chengren dianying xiazai,,TOM-Skype,TOM-Skype 3.6-3.8;TOM-Skype 4.0-4.2;TOM-Skype 5.5-6.1 Surveillance-only,Prurient Interests,1,Social
766,警用手铐厂家直销,Police handcuffs factory outlet,,jing yong shou kao changjia zhi xiao,,TOM-Skype,TOM-Skype 3.6-3.8;TOM-Skype 4.0-4.2;TOM-Skype 5.5-6.1 Surveillance-only,Illicit Goods and Services,66,Social
767,买卖高仿人皮面具qq,"Sale of high quality imitation ""human skin"" masks QQ",,maimai gao fang ren pi mianju qq,"Sale of ""human skin"" masks online has raised concerns related to criminal activity. For more information, please see: http://www.wantchinatimes.com/news-subclass-cnt.aspx?id=20120820000011&cid=1103. 

""QQ"" is a Chinese microblog website: www.qq.com.",TOM-Skype,TOM-Skype 3.6-3.8;TOM-Skype 4.0-4.2;TOM-Skype 5.5-6.1 Surveillance-only,Illicit Goods and Services,66,Social
768,销售各类银行卡,Sale of all types of bank cards,,xiaoshou ge lei yinhang qia,,TOM-Skype,TOM-Skype 3.6-3.8;TOM-Skype 4.0-4.2;TOM-Skype 5.5-6.1 Surveillance-only,Illicit Goods and Services,66,Social
769,冰zhuan销售QQ,"""Ice"" brick (narcotic) sale QQ",,bing zhuanxiaoshou QQ,"""Ice"" is likely a type of crystal methamphetamine. For more information, please see: http://en.wikipedia.org/wiki/Illegal_drug_trade_in_the_People's_Republic_of_China.",TOM-Skype,TOM-Skype 3.6-3.8;TOM-Skype 4.0-4.2;TOM-Skype 5.5-6.1 Surveillance-only,Illicit Goods and Services,66,Social
770,杀手替人报仇,Killer/Hitman taking revenge for others,,shashou ti ren baochou,,TOM-Skype,TOM-Skype 3.6-3.8;TOM-Skype 4.0-4.2;TOM-Skype 5.5-6.1 Surveillance-only,Illicit Goods and Services,66,Social
771,考生名录,List of students taking exam,,kao sheng ming lu,,TOM-Skype,TOM-Skype 3.6-3.8;TOM-Skype 4.0-4.2;TOM-Skype 5.5-6.1 Surveillance-only,Illicit Goods and Services,66,Social
772,号码任意显示QQ,,Number arbitrary display,haoma renyi xianshi QQ,This is a reference to number changing software for cellphones.,TOM-Skype,TOM-Skype 3.6-3.8;TOM-Skype 4.0-4.2;TOM-Skype 5.5-6.1 Surveillance-only,Illicit Goods and Services,66,Social
773,供应高仿人皮面具QQ,"Providing high quality imitation ""human skin"" masks QQ",,gongying gao fang ren pi mianju QQ,"For information on the online sale of ""human skin"" silicone masks, please see: http://www.wantchinatimes.com/news-subclass-cnt.aspx?id=20120820000011&cid=1103. 

""QQ"" is a Chinese microblog website: www.qq.com.",TOM-Skype,TOM-Skype 3.6-3.8;TOM-Skype 4.0-4.2;TOM-Skype 5.5-6.1 Surveillance-only,Illicit Goods and Services,66,Social
774,猎刀专卖QQ,Specialized in selling hunting knives QQ,,lie dao zhuan mai QQ,"""QQ"" is a Chinese microblog website: www.qq.com.",TOM-Skype,TOM-Skype 3.6-3.8;TOM-Skype 4.0-4.2;TOM-Skype 5.5-6.1 Surveillance-only,Illicit Goods and Services,66,Social
775,气gou专卖QQ,"Specialized in selling ""air dog"" (air gun) QQ",,qi gouzhuan mai QQ,"For more information on air guns, please see: http://en.wikipedia.org/wiki/Air_gun.
""QQ"" is a Chinese microblog website: www.qq.com.",TOM-Skype,TOM-Skype 3.6-3.8;TOM-Skype 4.0-4.2;TOM-Skype 5.5-6.1 Surveillance-only,Illicit Goods and Services,66,Social
776,气gou专卖,"Specialized in selling ""air dog"" (air gun)",,qi gouzhuan mai,"For more information on air guns, please see: http://en.wikipedia.org/wiki/Air_gun.",TOM-Skype,TOM-Skype 3.6-3.8;TOM-Skype 4.0-4.2;TOM-Skype 5.5-6.1 Surveillance-only,Illicit Goods and Services,66,Social
777,专卖气狗,"Specialized in selling ""air dog"" (air gun)",,zhuan mai qi gou,"For more information on air guns, please see: http://en.wikipedia.org/wiki/Air_gun.",TOM-Skype,TOM-Skype 3.6-3.8;TOM-Skype 4.0-4.2;TOM-Skype 5.5-6.1 Surveillance-only,Illicit Goods and Services,66,Social
778,专卖猎刀,Specialized in selling hunting knives,,zhuan mai lie dao,,TOM-Skype,TOM-Skype 3.6-3.8;TOM-Skype 4.0-4.2;TOM-Skype 5.5-6.1 Surveillance-only,Illicit Goods and Services,66,Social
779,批发猎刀QQ,Wholesale of hunting knives QQ,,pifa lie dao QQ,"""QQ"" is a Chinese microblog website: www.qq.com.",TOM-Skype,TOM-Skype 3.6-3.8;TOM-Skype 4.0-4.2;TOM-Skype 5.5-6.1 Surveillance-only,Illicit Goods and Services,66,Social
780,专卖气狗QQ,"Specialized in selling ""air dog"" (air gun) QQ",,zhuan mai qi gou QQ,"For more information on air guns, please see: http://en.wikipedia.org/wiki/Air_gun.

""QQ"" is a Chinese microblog website: www.qq.com.",TOM-Skype,TOM-Skype 3.6-3.8;TOM-Skype 4.0-4.2;TOM-Skype 5.5-6.1 Surveillance-only,Illicit Goods and Services,66,Social
781,成人动画下载,Downloading adult cartoons,,chengren donghua xiazai,Sexual content,TOM-Skype,TOM-Skype 3.6-3.8;TOM-Skype 4.0-4.2;TOM-Skype 5.5-6.1 Surveillance-only,Prurient Interests,1,Social
782,警服货到付款,Police uniform cash on delivery,,jing fu huo dao fukuan,,TOM-Skype,TOM-Skype 3.6-3.8;TOM-Skype 4.0-4.2;TOM-Skype 5.5-6.1 Surveillance-only,Illicit Goods and Services,66,Social
783,身份证代办QQ,Identification card agency QQ,,shenfenzheng daiban QQ,"""QQ"" is a Chinese microblog website: www.qq.com.",TOM-Skype,TOM-Skype 3.6-3.8;TOM-Skype 4.0-4.2;TOM-Skype 5.5-6.1 Surveillance-only,Illicit Goods and Services,66,Social
784,手铐货到付款,Handcuffs cash on delivery,,shou kao huo dao fukuan,,TOM-Skype,TOM-Skype 3.6-3.8;TOM-Skype 4.0-4.2;TOM-Skype 5.5-6.1 Surveillance-only,Illicit Goods and Services,66,Social
785,警用电棍qq,Police-use tasers QQ,,jing yong dian gun qq,"""QQ"" is a Chinese microblog website: www.qq.com.",TOM-Skype,TOM-Skype 3.6-3.8;TOM-Skype 4.0-4.2;TOM-Skype 5.5-6.1 Surveillance-only,Illicit Goods and Services,66,Social
786,警用手铐qq,Police handcuffs QQ,,jing yong shou kao qq,"""QQ"" is a Chinese microblog website: www.qq.com.",TOM-Skype,TOM-Skype 3.6-3.8;TOM-Skype 4.0-4.2;TOM-Skype 5.5-6.1 Surveillance-only,Illicit Goods and Services,66,Social
787,批发黄白牙签,"Wholesale of ""White/Yellow toothpicks"" (narcotics)",,pifa huang bai yaqian,,TOM-Skype,TOM-Skype 3.6-3.8;TOM-Skype 4.0-4.2;TOM-Skype 5.5-6.1 Surveillance-only,Illicit Goods and Services,66,Social
788,提供股民数据QQ,Providing data on investors QQ,,tigong gu min shuju QQ,"""QQ"" is a Chinese microblog website: www.qq.com.",TOM-Skype,TOM-Skype 3.6-3.8;TOM-Skype 4.0-4.2;TOM-Skype 5.5-6.1 Surveillance-only,Illicit Goods and Services,66,Social
789,供應假人民幣QQ,Providing counterfeit Renminbi QQ,,gongying jiaren min bi QQ,"""QQ"" is a Chinese microblog website: www.qq.com.",TOM-Skype,TOM-Skype 3.6-3.8;TOM-Skype 4.0-4.2;TOM-Skype 5.5-6.1 Surveillance-only,Illicit Goods and Services,66,Social
790,军品刀具批发,Wholesale of military weapons/tools,,jun pin dao ju pifa,,TOM-Skype,TOM-Skype 3.6-3.8;TOM-Skype 4.0-4.2;TOM-Skype 5.5-6.1 Surveillance-only,Illicit Goods and Services,66,Social
791,批发k粉qq,Wholesale of K powder QQ,,pifa kfen qq,"K powder is narcotic based on Ketamine. For more information, please see: http://www.time.com/time/world/article/0,8599,2054536,00.html; http://en.wikipedia.org/wiki/Recreational_use_of_ketamine; http://www.urban75.com/Drugs/drugketa.html. 

""QQ"" is a Chinese microblog website: www.qq.com.",TOM-Skype,TOM-Skype 3.6-3.8;TOM-Skype 4.0-4.2;TOM-Skype 5.5-6.1 Surveillance-only,Illicit Goods and Services,66,Social
792,出售54枪QQ,Selling 54-caliber guns QQ,,chushou 54qiang QQ,"""QQ"" is a Chinese microblog website: www.qq.com. 

""54"" is likely a reference to the RWS 54 Air King (Air Rifle) (please see: http://www.airgundepot.com/rws-5422-combo.html). Or it could be a reference to the ""Type 54 pistol"" -- a semi-automatic from China. For more information, please see: http://en.wikipedia.org/wiki/Type_54_pistol.",TOM-Skype,TOM-Skype 3.6-3.8;TOM-Skype 4.0-4.2;TOM-Skype 5.5-6.1 Surveillance-only,Illicit Goods and Services,66,Social
793,冰毒供应QQ,Supplying methamphetamine QQ,,bing du gongying QQ,"""QQ"" is a Chinese microblog website: www.qq.com.",TOM-Skype,TOM-Skype 3.6-3.8;TOM-Skype 4.0-4.2;TOM-Skype 5.5-6.1 Surveillance-only,Illicit Goods and Services,66,Social
794,兼职楼凤QQ,"Part-time ""Floor/building Phoenix"" QQ",,jian zhi lou feng QQ,"""Lou feng"" is the term used by Chinese netizens to describe Chinese women, generally local housewives or ""decent women,"" who engage in sexual trade/prostitution online. They normally work in their own homes, or in apartments they rent. Normally, these women advertise through microblogs websites, such as QQ. For more information, please see: http://baike.baidu.com/view/107711.htm (Chinese); http://www.hudong.com/wiki/楼凤 (Chinese + images).

""QQ"" is a Chinese microblog website: www.qq.com.",TOM-Skype,TOM-Skype 3.6-3.8;TOM-Skype 4.0-4.2;TOM-Skype 5.5-6.1 Surveillance-only,Illicit Goods and Services,66,Social
795,办理真毕业证,Processing of real diplomas,,banli zhen biye zheng,,TOM-Skype,TOM-Skype 3.6-3.8;TOM-Skype 4.0-4.2;TOM-Skype 5.5-6.1 Surveillance-only,Illicit Goods and Services,66,Social
796,专业删帖QQ,Professional post deletion QQ,,zhuanye shan tie QQ,"Illegal paid post deletion services is problem in China. In the summer of 2012, Chinese officials arrested several Baidu employees who illegally deleted posts and earned close to $10,661 USD in a half-month period. Some of these services post negative messages against companies and blackmail the same companies to delete these messages. 

For more information, please see: http://www.globaltimes.cn/content/725326.shtml; http://www.wantchinatimes.com/news-subclass-cnt.aspx?id=20120917000077&cid=1102&MainCatID=0. 


""QQ"" is a Chinese microblog website: www.qq.com.",TOM-Skype,TOM-Skype 3.6-3.8;TOM-Skype 4.0-4.2;TOM-Skype 5.5-6.1 Surveillance-only,Illicit Goods and Services,66,Social
797,成人禁书,Adult censored books,,chengren jin shu,Sexual content.,TOM-Skype,TOM-Skype 3.6-3.8;TOM-Skype 4.0-4.2;TOM-Skype 5.5-6.1 Surveillance-only,Prurient Interests,1,Social
798,A片下载,Downloading porn,,Apian xiazai,"""A pian"" (A movies) is Chinese slang for porn.",TOM-Skype,TOM-Skype 3.6-3.8;TOM-Skype 4.0-4.2;TOM-Skype 5.5-6.1 Surveillance-only,Prurient Interests,1,Social
799,供应雷管QQ,Providing detonators QQ,,gongying lei guan QQ,"""QQ"" is a Chinese microblog website: www.qq.com.",TOM-Skype,TOM-Skype 3.6-3.8;TOM-Skype 4.0-4.2;TOM-Skype 5.5-6.1 Surveillance-only,Illicit Goods and Services,66,Social
800,替人报仇公司,Revenge/avenging company,,ti ren baochou gongsi,,TOM-Skype,TOM-Skype 3.6-3.8;TOM-Skype 4.0-4.2;TOM-Skype 5.5-6.1 Surveillance-only,Illicit Goods and Services,66,Social
801,一夜情服务QQ,One night stand service QQ,,yi ye qing fuwu QQ,"""QQ"" is a Chinese microblog website: www.qq.com.",TOM-Skype,TOM-Skype 3.6-3.8;TOM-Skype 4.0-4.2;TOM-Skype 5.5-6.1 Surveillance-only,Illicit Goods and Services,66,Social
802,户外军刀销售QQ,Sale of outdoor military knife QQ,,huwai jun dao xiaoshou QQ,"""QQ"" is a Chinese microblog website: www.qq.com.",TOM-Skype,TOM-Skype 3.6-3.8;TOM-Skype 4.0-4.2;TOM-Skype 5.5-6.1 Surveillance-only,Illicit Goods and Services,66,Social
803,警用电击棒销售QQ,Sale of police tasers,,jing yong dian ji bang xiaoshou QQ,,TOM-Skype,TOM-Skype 3.6-3.8;TOM-Skype 4.0-4.2;TOM-Skype 5.5-6.1 Surveillance-only,Illicit Goods and Services,66,Social
804,水果冰买卖QQ,"Buying and selling of ""fruit ice"" (narcotics) QQ",,shuiguo bing maimai QQ,"""Ice"" is likely a reference to crystal methamphetamine. For more information on China's illegal drug trade, please see: http://en.wikipedia.org/wiki/Illegal_drug_trade_in_the_People's_Republic_of_China. 

""QQ"" is a Chinese microblog website: www.qq.com.",TOM-Skype,TOM-Skype 3.6-3.8;TOM-Skype 4.0-4.2;TOM-Skype 5.5-6.1 Surveillance-only,Illicit Goods and Services,66,Social
805,汽车开锁器销售QQ,Sale of car unlocking device QQ,,qiche kaisuo qi xiaoshou QQ,"""QQ"" is a Chinese microblog website: www.qq.com.",TOM-Skype,TOM-Skype 3.6-3.8;TOM-Skype 4.0-4.2;TOM-Skype 5.5-6.1 Surveillance-only,Illicit Goods and Services,66,Social
806,3D成人电影,3D adult movies,,3Dchengren dianying,Sexual content.,TOM-Skype,TOM-Skype 3.6-3.8;TOM-Skype 4.0-4.2;TOM-Skype 5.5-6.1 Surveillance-only,Prurient Interests,1,Social
807,国产AV片,Made in China porn,,guochan AVpian,Sexual content,TOM-Skype,TOM-Skype 3.6-3.8;TOM-Skype 4.0-4.2;TOM-Skype 5.5-6.1 Surveillance-only,Prurient Interests,1,Social
808,Qvod情色电影,Qvod porn,,Qvodqing se dianying,Sexual content,TOM-Skype,TOM-Skype 3.6-3.8;TOM-Skype 4.0-4.2;TOM-Skype 5.5-6.1 Surveillance-only,Prurient Interests,1,Social
809,出售居民身份证,Sale of resident identification cards,,chushou jumin shenfenzheng,,TOM-Skype,TOM-Skype 3.6-3.8;TOM-Skype 4.0-4.2;TOM-Skype 5.5-6.1 Surveillance-only,Illicit Goods and Services,66,Social
810,成人动漫BT,Adult cartoon BT,,chengren dong man BT,Sexual content.,TOM-Skype,TOM-Skype 3.6-3.8;TOM-Skype 4.0-4.2;TOM-Skype 5.5-6.1 Surveillance-only,Prurient Interests,1,Social
811,AV激情视频,AV passionate video,,AVjiqing shipin,Sexual content.,TOM-Skype,TOM-Skype 3.6-3.8;TOM-Skype 4.0-4.2;TOM-Skype 5.5-6.1 Surveillance-only,Prurient Interests,1,Social
812,成人av电影,Adult AV movies,,chengren avdianying,Sexual content.,TOM-Skype,TOM-Skype 3.6-3.8;TOM-Skype 4.0-4.2;TOM-Skype 5.5-6.1 Surveillance-only,Prurient Interests,1,Social
813,成人无码DVD,Adult uncensored DVD,,chengren wu ma DVD,Sexual content.,TOM-Skype,TOM-Skype 3.6-3.8;TOM-Skype 4.0-4.2;TOM-Skype 5.5-6.1 Surveillance-only,Prurient Interests,1,Social
814,真人娱乐老虎机QQ,,Live casino slot machines QQ,zhen ren yule laohu ji QQ,"""QQ"" is a Chinese microblog website: www.qq.com.",TOM-Skype,TOM-Skype 3.6-3.8;TOM-Skype 4.0-4.2;TOM-Skype 5.5-6.1 Surveillance-only,Gambling,69,Social
815,供应氰化钠QQ,Supplying sodium cyanide QQ,,gongying qing hua na QQ,"""QQ"" is a Chinese microblog website: www.qq.com. 

Cyanide can be used as a form of poison (please see: http://en.wikipedia.org/wiki/Sodium_cyanide). 

As a side note, Neil Heywood was allegedly killed by Gu Kailai (wife of Bo Xilai) by cyanide (in his case potassium cyanide). For more info, please see: http://en.wikipedia.org/wiki/Neil_Heywood.",TOM-Skype,TOM-Skype 3.6-3.8;TOM-Skype 4.0-4.2;TOM-Skype 5.5-6.1 Surveillance-only,Illicit Goods and Services,66,Social
816,代办假学历QQ,Agents processing fake diplomas/degrees QQ,,daiban jia xueli QQ,"""QQ"" is a Chinese microblog website: www.qq.com.",TOM-Skype,TOM-Skype 3.6-3.8;TOM-Skype 4.0-4.2;TOM-Skype 5.5-6.1 Surveillance-only,Illicit Goods and Services,66,Social
817,92气狗QQ,"92 ""air dog"" (air gun) QQ",,92qi gou QQ,"""QQ"" is a Chinese microblog website: www.qq.com. 

92 is likely a reference to the GSG 92 CO2 BB Pistol (an air gun). For more info, please see: http://frontierfirearms.ca/index.php/air-blank-guns/air-guns-paint-ball-etc/gsg-92-c02-bb-pistol.html.",TOM-Skype,TOM-Skype 3.6-3.8;TOM-Skype 4.0-4.2;TOM-Skype 5.5-6.1 Surveillance-only,Illicit Goods and Services,66,Social
818,销售烟花QQ,Sale of fireworks QQ,,xiaoshou yan hua QQ,"""QQ"" is a Chinese microblog website: www.qq.com.",TOM-Skype,TOM-Skype 3.6-3.8;TOM-Skype 4.0-4.2;TOM-Skype 5.5-6.1 Surveillance-only,Illicit Goods and Services,66,Social
819,爆竹专卖QQ,"Specialized in selling ""explosive bamboos"" (fireworks) QQ",,baozhu zhuan mai QQ,"""QQ"" is a Chinese microblog website: www.qq.com.",TOM-Skype,TOM-Skype 3.6-3.8;TOM-Skype 4.0-4.2;TOM-Skype 5.5-6.1 Surveillance-only,Illicit Goods and Services,66,Social
820,64气狗QQ,"64 ""Air dog"" (air gun) QQ",,64qi gou QQ,"This is likely a reference to the ""Type 64"" pistol, a semi-automatic originating in China. For more information, please see: http://en.wikipedia.org/wiki/Type_64_pistol.

""QQ"" is a Chinese microblog website: www.qq.com.",TOM-Skype,TOM-Skype 3.6-3.8;TOM-Skype 4.0-4.2;TOM-Skype 5.5-6.1 Surveillance-only,Illicit Goods and Services,66,Social
821,54气狗QQ,"54 ""Air dog"" (air gun) QQ",,54qi gou QQ,"""QQ"" is a Chinese microblog website: www.qq.com. 
""54"" is likely a reference to the RWS 54 Air King (Air Rifle) (please see: http://www.airgundepot.com/rws-5422-combo.html). Or it could be a reference to the ""Type 54 pistol"" -- a semi-automatic from China. For more information, please see: http://en.wikipedia.org/wiki/Type_54_pistol.",TOM-Skype,TOM-Skype 3.6-3.8;TOM-Skype 4.0-4.2;TOM-Skype 5.5-6.1 Surveillance-only,Illicit Goods and Services,66,Social
822,销售烟花爆竹QQ,Sale of fireworks QQ,,xiaoshou yan hua baozhu QQ,"""QQ"" is a Chinese microblog website: www.qq.com.",TOM-Skype,TOM-Skype 3.6-3.8;TOM-Skype 4.0-4.2;TOM-Skype 5.5-6.1 Surveillance-only,Illicit Goods and Services,66,Social
823,代办假学历,Agents processing fake diplomas/degrees,,daiban jia xueli,,TOM-Skype,TOM-Skype 3.6-3.8;TOM-Skype 4.0-4.2;TOM-Skype 5.5-6.1 Surveillance-only,Illicit Goods and Services,66,Social
824,供应TNT,Supplying TNT,,gongying TNT,,TOM-Skype,TOM-Skype 3.6-3.8;TOM-Skype 4.0-4.2;TOM-Skype 5.5-6.1 Surveillance-only,Illicit Goods and Services,66,Social
825,TNT买卖,Buying and selling TNT,,TNTmaimai,,TOM-Skype,TOM-Skype 3.6-3.8;TOM-Skype 4.0-4.2;TOM-Skype 5.5-6.1 Surveillance-only,Illicit Goods and Services,66,Social
826,高仿毕业证,High quality imitation diploma,,gao fang biye zheng,,TOM-Skype,TOM-Skype 3.6-3.8;TOM-Skype 4.0-4.2;TOM-Skype 5.5-6.1 Surveillance-only,Illicit Goods and Services,66,Social
827,代删负面贴子,Helping other delete negative (online) posts,,dai shan fu mian tie zi,"Illegal paid post deletion services is problem in China. In the summer of 2012, Chinese officials arrested several Baidu employees who illegally deleted posts and earned close to $10,661 USD in a half-month period. Some of these services post negative messages against companies and blackmail the same companies to delete these messages. 

For more information, please see: http://www.globaltimes.cn/content/725326.shtml; http://www.wantchinatimes.com/news-subclass-cnt.aspx?id=20120917000077&cid=1102&MainCatID=0.",TOM-Skype,TOM-Skype 3.6-3.8;TOM-Skype 4.0-4.2;TOM-Skype 5.5-6.1 Surveillance-only,Illicit Goods and Services,66,Social
