dp,url,cat,title,QA_txt,QA_status
B00D5Q5268,https://www.amazon.com/dp/B00D5Q5268/?aod=1,,Amazon.com: Good Smile Steins Gate: Faris Nyannyan Nendoroid Figure : Toys & Games,Currently unavailable. We don't know when or if this item will be back in stock. Deliver to Qatar Add to List,Not added (3)
B0114EKQJ0,https://www.amazon.com/dp/B0114EKQJ0/?aod=1,,Amazon.com : Five of the taste of the soup vermicelli 5 meals X 2 containing 164.6g : Grocery & Gourmet Food,Currently unavailable. We don't know when or if this item will be back in stock. Deliver to Qatar Add to List,No button (0)
B000BA4YYM,https://www.amazon.com/dp/B000BA4YYM/?aod=1,,Amazon.com: Glico Power Production Extra Amino Acid 78.4g (Standard 200 Grain) : Everything Else,Currently unavailable. We don't know when or if this item will be back in stock. Deliver to Qatar Add to List,Not added (2)
4576201336,https://www.amazon.com/dp/4576201336/?aod=1,,"Amazon.com: ビジュアルヌード・ポーズBOOK act 本庄鈴: 9784576201337: JAPANESE GRAVURE IDOL, Suzu Honjo: Books",Currently unavailable. We don't know when or if this item will be back in stock. See Similar Items Deliver to Qatar Add to List,Not added (3)
486256139X,https://www.amazon.com/dp/486256139X/?aod=1,,"Amazon.com: Proper use of FUCK (HOW-TO) - do not tell me at school, 99 phrases you use Fuck handling of attention, Shit, Damn, the Hell (TWJ books)[JAPANESE EDITION] 2014: 9784862561398: English expressions Study Group: Books",Currently unavailable. We don't know when or if this item will be back in stock. See Similar Items Deliver to Qatar Add to List,Not added (5)
B00G54UDYI,https://www.amazon.com/dp/B00G54UDYI/?aod=1,,Amazon.com: The Legend of Zelda: Triforce of the Gods 2 [Japan Import] : Video Games,Currently unavailable. We don't know when or if this item will be back in stock. See Similar Items Deliver to Qatar Add to List,Not added (6)
B00LZCWIQ6,https://www.amazon.com/dp/B00LZCWIQ6/?aod=1,,"Amazon.com: iroha Fit Minamo Women Vibrator and Massager, Flexible Insertable Rechargeable Waterproof Personal Stimulator, HMF-02 Blue,1 count",Temporarily out of stock. We are working hard to be back in stock as soon as possible. See Similar Items Deliver to Qatar Add to List,This item cannot be shipped to your selected delivery location. Please choose a different delivery location. (1)
1532740786,https://www.amazon.com/dp/1532740786/?aod=1,,"Lifescapes: Miles, Julian M.: 9781532740787: Amazon.com: Books",Currently unavailable. We don't know when or if this item will be back in stock. Deliver to Qatar Add to List,Not added (1)
B005C7UVGE,https://www.amazon.com/dp/B005C7UVGE/?aod=1,,Amazon.com: Twinbird [Rice Bread / Rice Flour Bread / Rice Cake] Mode with Home Bakery White Py-e631w : Industrial & Scientific,Currently unavailable. We don't know when or if this item will be back in stock. Deliver to Qatar Add to List,Not added (2)
B07NX2WY68,https://www.amazon.com/dp/B07NX2WY68/?aod=1,,Amazon.com: Chocomel Original - 6x 1 ltr,Currently unavailable. We don't know when or if this item will be back in stock. Deliver to Qatar Add to List,Not added (1)
B0013OQLD2,https://www.amazon.com/dp/B0013OQLD2/?aod=1,,"Amazon.com: NOW Sports Nutrition, L-Glutamine, Double Strength 1,000 mg, Amino Acid, 120 Veg Capsules : Health & Household",Temporarily out of stock. We are working hard to be back in stock as soon as possible. Deliver to Qatar Add to List,Not added (2)
B004HAVAI0,https://www.amazon.com/dp/B004HAVAI0/?aod=1,,"Amazon.com : Geeta's Mango Chutney (1,5kg) : Grocery & Gourmet Food",Currently unavailable. We don't know when or if this item will be back in stock. Deliver to Qatar Add to List,Not added (2)
B00C0YNEJS,https://www.amazon.com/dp/B00C0YNEJS/?aod=1,,Amazon.com: Monin - Passion Fruit Puree - 1L : Grocery & Gourmet Food,Currently unavailable. We don't know when or if this item will be back in stock. Deliver to Qatar Add to List,Not added (1)
B0735GYV3Y,https://www.amazon.com/dp/B0735GYV3Y/?aod=1,,Amazon.com: Nutella - Chocolate Hazelnut Spread - 120x15gr,Currently unavailable. We don't know when or if this item will be back in stock. Deliver to Qatar Add to List,Not added (1)
B082VLG9XD,https://www.amazon.com/dp/B082VLG9XD/?aod=1,,Amazon.com: Blazy Pink Cones 50ct Pack | Pink Rolling Cones | Vegan & Smooth Burning | Blazy Susan Quality Smoking Accessories : Health & Household,Currently unavailable. We don't know when or if this item will be back in stock. See Similar Items Deliver to Qatar Add to List,This item cannot be shipped to your selected delivery location. Please choose a different delivery location. (2)
B07C45Y927,https://www.amazon.com/dp/B07C45Y927/?aod=1,,"Amazon.com : NYX PROFESSIONAL MAKEUP Powder Puff Lippie Lip Cream, Liquid Lipstick - Squad Goals (Tea Rose Pink) : Beauty & Personal Care",Temporarily out of stock. We are working hard to be back in stock as soon as possible. See Similar Items Deliver to Qatar Add to List,Not added (1)
B07YM2VCCF,https://www.amazon.com/dp/B07YM2VCCF/?aod=1,,Amazon.com: Blazblue Cross Tag Battle Special Edition (PS4) : Video Games,Currently unavailable. We don't know when or if this item will be back in stock. See Similar Items Deliver to Qatar Add to List,Not added (1)
B01MU9O2MW,https://www.amazon.com/dp/B01MU9O2MW/?aod=1,,Amazon.com: Darker Shades of Elise [Region 2] : Movies & TV,Currently unavailable. We don't know when or if this item will be back in stock. Deliver to Qatar Add to List,Not added (2)
1773395580,https://www.amazon.com/dp/1773395580/?aod=1,,"Death Isle: Volume One: Faire, Kera: 9781773395586: Amazon.com: Books",Currently unavailable. We don't know when or if this item will be back in stock. Deliver to Qatar Add to List,Not added (1)
0955413710,https://www.amazon.com/dp/0955413710/?aod=1,,"Amazon.com: Mirror on the Soul: The First Nathen Turner Novel: 9780955413711: Langley, Andrew: Books",Currently unavailable. We don't know when or if this item will be back in stock. Deliver to Qatar Add to List,Not added (1)
1440354790,https://www.amazon.com/dp/1440354790/?aod=1,,"Cosplay Crash Course: A Complete Guide to Designing Cosplay Wigs, Makeup and Accessories: Petrovic, Mina: 9781440354793: Amazon.com: Books",Temporarily out of stock. We are working hard to be back in stock as soon as possible. See Similar Items Deliver to Qatar Add to List,Not added (5)
B0002CZQJQ,https://www.amazon.com/dp/B0002CZQJQ/?aod=1,,"Amazon.com: Vater VH5AW Los Angeles 5A Wood Tip Hickory Drum Sticks, Pair : Musical Instruments",Temporarily out of stock. We are working hard to be back in stock as soon as possible. See Similar Items Deliver to Qatar Add to List,This item cannot be shipped to your selected delivery location. Please choose a different delivery location. (1)
B001A2ADFE,https://www.amazon.com/dp/B001A2ADFE/?aod=1,,Blind Faith - Blind Faith [Vinyl] - Amazon.com Music,Temporarily out of stock. We are working hard to be back in stock as soon as possible. See Similar Items Deliver to Qatar Add to List,Not added (9)
B01MYCJWPD,https://www.amazon.com/dp/B01MYCJWPD/?aod=1,,Amazon.com: Natures Aid Osteo Advance with MenaQ7 with Calcium & Magnesium 60 Tabs : Health & Household,Currently unavailable. We don't know when or if this item will be back in stock. Deliver to Qatar Add to List,Not added (2)
B08QNFD3D6,https://www.amazon.com/dp/B08QNFD3D6/?aod=1,Sports & Outdoors › Sports › Golf › Golf Clubs › Hybrid & Utility Clubs,"Amazon.com: Cobra Golf 2021 Radspeed One Length Hybrid Matte Black-Red-Blue (Men's Right Hand, UST Recoil 480 ESX, Reg Flex, 21) : Everything Else",Currently unavailable. We don't know when or if this item will be back in stock. Deliver to Qatar Add to List,This item cannot be shipped to your selected delivery location. Please choose a different delivery location. (1)
B07D4VBSN7,https://www.amazon.com/dp/B07D4VBSN7/?aod=1,Movies & TV › Movies,Amazon.com: Fanged Up [DVD] : Movies & TV,Currently unavailable. We don't know when or if this item will be back in stock. Deliver to Qatar Add to List,Not added (2)
B00N98JWJA,https://www.amazon.com/dp/B00N98JWJA/?aod=1,CDs & Vinyl › Today's Deals deprecated,Amazon.com: Live at Rockpalast: CDs & Vinyl,Currently unavailable. We don't know when or if this item will be back in stock. Deliver to Qatar Add to List,Not added (3)
B017BC03HO,https://www.amazon.com/dp/B017BC03HO/?aod=1,"Grocery & Gourmet Food › Pantry Staples › Cooking & Baking › Baking Chocolates, Carob & Cocoa › Cocoa",Amazon.com : Lucy Bee Organic Raw Fair Trade Turmeric Powder 250g : Grocery & Gourmet Food,Currently unavailable. We don't know when or if this item will be back in stock. Deliver to Qatar Add to List,Not added (1)
1530262771,https://www.amazon.com/dp/1530262771/?aod=1,Books › Literature & Fiction › Poetry,"The Nutcombe Papers: Kelsey, Ken: 9781530262779: Amazon.com: Books",Currently unavailable. We don't know when or if this item will be back in stock. Deliver to Qatar Add to List,Not added (1)
0993311113,https://www.amazon.com/dp/0993311113/?aod=1,Books › Romance,"Passionate abrasions: Smith, John Lewis: 9780993311116: Amazon.com: Books",Currently unavailable. We don't know when or if this item will be back in stock. Deliver to Qatar Add to List,Not added (1)
B0009EYIQ4,https://www.amazon.com/dp/B0009EYIQ4/?aod=1,"Health & Household › Vitamins, Minerals & Supplements › Essential Fatty Acids › Black Seed Oil","Amazon.com: Amazing Herbs Premium Black Seed Oil - Cold Pressed Nigella Sativa Aids in Digestive Health, Immune Support, Brain Function, Joint Mobility, Gluten Free, Non GMO - 8 Fl Oz : Health & Household",Currently unavailable. We don't know when or if this item will be back in stock. See Similar Items Deliver to Qatar Add to List,No button (0)
B00E9M4XE4,https://www.amazon.com/dp/B00E9M4XE4/?aod=1,"Health & Household › Vitamins, Minerals & Supplements › Amino Acids › Creatine","Amazon.com: BULKSUPPLEMENTS.COM Creatine Monohydrate Powder - Micronized Creatine Monohydrate - Creatine Micronized Powder - 5g (5000mg) of Creatine Powder per Serving, Gluten Free (250 Grams - 8.8 oz) : Health & Household",Currently unavailable. We don't know when or if this item will be back in stock. See Similar Items Deliver to Qatar Add to List,Not added (1)
B00MBQ1K9Q,https://www.amazon.com/dp/B00MBQ1K9Q/?aod=1,Grocery & Gourmet Food › International Food Market › Indian Cuisine,"Amazon.com : Haldirams Chana, Chana Jor, 14.12 Ounce : Everything Else",Currently unavailable. We don't know when or if this item will be back in stock. Deliver to Qatar Add to List,No button (0)
B00MXXIKD6,https://www.amazon.com/dp/B00MXXIKD6/?aod=1,Grocery & Gourmet Food › Pantry Staples › Cooking & Baking › Coconut Milk & Cream,Amazon.com: Dunn's River Coconut Milk (400ml) : Grocery & Gourmet Food,Currently unavailable. We don't know when or if this item will be back in stock. Deliver to Qatar Add to List,Not added (1)
B00Y0JYNZA,https://www.amazon.com/dp/B00Y0JYNZA/?aod=1,"Grocery & Gourmet Food › Pantry Staples › Herbs, Spices & Seasonings",Amazon.com : Schwartz Garlic Pepper (45g) - Pack of 2 : Grocery & Gourmet Food,Currently unavailable. We don't know when or if this item will be back in stock. Deliver to Qatar Add to List,Not added (1)
B07NSJNSWY,https://www.amazon.com/dp/B07NSJNSWY/?aod=1,"Health & Household › Vitamins, Minerals & Supplements › Herbal Supplements › Echinacea","Amazon.com: Echinacea Liquid Extract | 2 fl oz | Super Concentrated Drops | Alcohol Free, Vegetarian, Non-GMO, and Gluten Free | by Horbaach : Health & Household",Currently unavailable. We don't know when or if this item will be back in stock. Deliver to Qatar Add to List,No button (0)
1689184701,https://www.amazon.com/dp/1689184701/?aod=1,Books › Romance › Paranormal,"Amazon.com: The Hidden (Shadowed Wings): 9781689184700: Asher, Ivy: Books",Currently unavailable. We don't know when or if this item will be back in stock. See Similar Items Deliver to Qatar Add to List,Not added (1)
1515012778,https://www.amazon.com/dp/1515012778/?aod=1,Books › Literature & Fiction › Mythology & Folk Tales,"For the Love of Hades (Loves of Olympus): Summers, Sasha: 9781515012771: Amazon.com: Books",Currently unavailable. We don't know when or if this item will be back in stock. Deliver to Qatar Add to List,Not added (4)
1603100024,https://www.amazon.com/dp/1603100024/?aod=1,Books › Literature & Fiction › Erotica,"Amazon.com: Secrets, Vol. 22: Dark Whispers: 9781603100021: Ellie Marvel, Calista Fox, Elisa Adams, Rachel Carrington: Books",Currently unavailable. We don't know when or if this item will be back in stock. Deliver to Qatar Add to List,Not added (2)
1505881323,https://www.amazon.com/dp/1505881323/?aod=1,Books › Romance › Contemporary,"Stripping Her Defenses (Ex Ops Series): Lane, Jessie: 9781505881325: Amazon.com: Books",Currently unavailable. We don't know when or if this item will be back in stock. Deliver to Qatar Add to List,Not added (1)
1986981142,https://www.amazon.com/dp/1986981142/?aod=1,Books › Romance › Contemporary,"The World As He Sees It (Perspectives): Arthur, A.M.: 9781986981149: Amazon.com: Books",Currently unavailable. We don't know when or if this item will be back in stock. Deliver to Qatar Add to List,Not added (1)
B014HDZTYW,https://www.amazon.com/dp/B014HDZTYW/?aod=1,Movies & TV › Movies,"Amazon.com: Roxy The Movie : Frank Zappa, The Mothers of Invention: Movies & TV",Currently unavailable. We don't know when or if this item will be back in stock. See Similar Items Deliver to Qatar Add to List,Not added (1)
177339276X,https://www.amazon.com/dp/177339276X/?aod=1,Books › Romance › Contemporary,"Guarding His Anchor (Canadian Muscle): Hammell, Kacey: 9781773392769: Amazon.com: Books",Currently unavailable. We don't know when or if this item will be back in stock. Deliver to Qatar Add to List,Not added (1)
B00FHBTSLY,https://www.amazon.com/dp/B00FHBTSLY/?aod=1,Health & Household › Diet & Sports Nutrition › Weight Loss › Appetite Control & Suppressants,Amazon.com: Skinny Jane Skinny Burn | Best Weight Loss Appetite Suppressant Supplement | Slim Down Burn Body Fat | 100% All Natural Formula | Triple Strength Safe Diet Aid | 30 Day Supply : Health & Household,Currently unavailable. We don't know when or if this item will be back in stock. Deliver to Qatar Add to List,No button (0)
B00YQS8ED2,https://www.amazon.com/dp/B00YQS8ED2/?aod=1,"Grocery & Gourmet Food › Beverages › Bottled Beverages, Water & Drink Mixes › Energy Drinks","Amazon.com: Country Farms Super Green Drink, Berry Flavor, 10.6 Ounce : Health & Household",Currently unavailable. We don't know when or if this item will be back in stock. Deliver to Qatar Add to List,Not added (2)
B07KPR2SKN,https://www.amazon.com/dp/B07KPR2SKN/?aod=1,Health & Household › Diet & Sports Nutrition › Weight Loss › Appetite Control & Suppressants,"Amazon.com: Skinny Jane Skinny Blend Gold! | Best Tasting Protein Shake for Women | Delicious Smoothie | Weight Loss | Low Carb Diet Supplement | Weight Control (15 Servings, Chocolate) : Health & Household",Currently unavailable. We don't know when or if this item will be back in stock. Deliver to Qatar Add to List,Not added (1)
1935971301,https://www.amazon.com/dp/1935971301/?aod=1,Books › Politics & Social Sciences › Politics & Government,"Amazon.com: Issues in Internet Law: Society, Technology, and the Law, 10th Ed.: 9781935971306: Darrell, Keith B.: Books",Currently unavailable. We don't know when or if this item will be back in stock. Deliver to Qatar Add to List,Not added (1)
0756413648,https://www.amazon.com/dp/0756413648/?aod=1,Books › Literature & Fiction › Action & Adventure,"Master of the World (Worldshapers): Willett, Edward: 9780756413644: Amazon.com: Books",This item cannot be shipped to your selected delivery location. Please choose a different delivery location. Deliver to Qatar Add to Cart,Not added (7)
